agendaCode,title,day,startTime,endTime,hall,format,track,topics,accessType,isClosedDoor,description,speakerNames,speakersWithTitles,hostNames,hostsWithTitles,status,withdrawnDetectedAt,sourceUrl,lastSeenAt,documentId,year,recordId
A1214,What Should Drive Payments Without Borders – Geopolitics or Technical Friction,2026-09-11,14:10,14:50,Hall 204 A&B,Panel Discussion,,,public,false,"Payments without borders should primarily be driven by reducing technical friction—through interoperability, standardization (e.g., ISO 20022), and seamless cross-border infrastructure—to enable faster, cheaper, and more inclusive global transactions. However, geopolitics will inevitably shape adoption and trust, as nations prioritize sovereignty, data control, and strategic interests in global payment ecosystems.",Vibhor Mundhada;Mike Walters,"Vibhor Mundhada, Chief Executive Officer, NEOPAY;Mike Walters, Chief Executive Officer, Form3",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e33ec321-3e33-4ca6-a87f-2a0a3e59be34,2026,6a7c768116afc6a8747c9a8a
A1108,Building India's AI-Native Financial Infrastructure: Powering the Next Decade of Digital Public Infrastructure,2026-09-11,14:25,14:55,Jasmine 3,Fireside Chat,"AI Infrastructure, Digital Public Infrastructure, Agentic Finance",AI Infrastructure;Digital Public Infrastructure;Agentic Finance,public,false,"Artificial Intelligence is set to become the next foundational layer of India's Digital Public Infrastructure (DPI), transforming how financial services are designed, delivered, and governed. This fireside chat will explore how AI-native infrastructure, accelerated computing, and intelligent financial systems can unlock new opportunities in payments, lending, fraud prevention, financial inclusion, and public service delivery. The discussion will examine the technologies, partnerships, and infrastructure required to build secure, scalable, and trusted AI-powered financial ecosystems for the next decade.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e904267b-e1e1-4d0a-9519-a2976318f7d1,2026,6a7c768116afc6a8747c9a90
A0911,From Regulation to Transformation: Building India's Next-Generation Reform Architecture,2026-09-11,14:40,15:10,The Grand Theatre,Fireside Chat,"Governance Reforms, Digital Public Infrastructure, Future-Ready Institutions",Governance Reforms;Digital Public Infrastructure;Future-Ready Institutions,public,false,"As India advances towards becoming a developed economy, the next wave of reforms must move beyond regulation towards creating agile, technology-enabled institutions that can anticipate change, foster innovation, and deliver better outcomes for citizens and businesses. This session will explore how governance, policy, digital public infrastructure, regulatory architecture, and institutional reforms can work together to build a future-ready state capable of supporting sustained economic growth. The discussion will examine how India can design next-generation reform frameworks that are collaborative, data-driven, globally competitive, and resilient, while maintaining trust, accountability, and ease of doing business in an increasingly digital and interconnected world.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,4b4a83a7-3db9-46db-8e45-586354abce67,2026,6a7c768116afc6a8747c9a91
A0686,The New Money Stack: Rewiring Payments with Tokens and Real-Time Rails,2026-09-11,15:00,15:40,Hall 204 A&B,Panel Discussion,,,public,false,"How tokenised money connects with existing payment infrastructure Interoperability between blockchain networks and legacy rails What the future stack looks like for consumers, merchants, and treasurers",Jo Yeo;Ritesh Pai,"Jo Yeo, Head of the Payments Development and Data Connectivity Office at the FinTech & Innovation Group (FTIG), Monetary Authority of Singapore (MAS);Ritesh Pai, CEO and Executive Director, International Payments, PhonePe",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,650ec98f-c594-4e14-b340-8645c8a3024a,2026,6a7c768116afc6a8747c9a93
A0704,New Money Moments: Designing Payment Use Cases Beyond Checkout,2026-09-11,15:00,15:40,Lotus 3,Panel Discussion,,,public,false,"Payments innovation today is no longer about speed or cost alone—it is about creating new moments where money moves naturally inside real world consumer and merchant journeys. From retail discovery and loyalty to mobility, events, subscriptions, and offline experiences, payments are becoming deeply contextual.",Akash Sinha,"Akash Sinha, Co-founder & CEO, Cashfree Payments India",,,withdrawn,2026-08-12T13:57:48Z,https://www.globalfintechfest.com/agenda,,178fdbab-478a-456b-be24-09cd009da573,2026,6a7c768116afc6a8747c9a96
A1010,Agentic AI vs Cyber Crime: Automation on Both Sides,2026-09-11,15:00,15:40,Lotus 3,Panel Discussion,"Agentic AI, Cyber Resilience, AI Security",Agentic AI;Cyber Resilience;AI Security,public,false,"Fraud rings are deploying AI agents at scale—synthetic IDs, mule orchestration, deepfake scams. Can defensive AI keep pace without breaking fairness and explainability?",Rajesh Thapar;Brijesh Singh,"Rajesh Thapar, CISO, NSE India;Brijesh Singh, Principal Secretary, Directorate of Information & Public Relations, Government of Maharashtra",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,c05b42f9-509f-4a4a-bac4-69adb7bb8565,2026,6a7c768116afc6a8747c9a95
A1082,Building Bharat's Investments Infrastructure: FY26 and Beyond,2026-09-11,15:00,15:40,Lotus 2,Panel Discussion,"Investment Infrastructure, Open Finance, Wealth Access",Investment Infrastructure;Open Finance;Wealth Access,public,false,"India's investment ecosystem is undergoing a fundamental transformation, driven by Digital Public Infrastructure, open networks, AI, and seamless digital access. As participation in capital markets continues to expand, the next phase will focus on building interoperable, inclusive, and scalable investment infrastructure that serves every investor—from first-time participants to sophisticated institutions. This session will explore how industry, regulators, market infrastructure institutions, and open digital networks such as ONDC can collaborate to create the next generation of investment infrastructure that enhances accessibility, transparency, efficiency, and trust while powering Bharat's long-term wealth creation journey.",Hrushikesh Mehta;Anchal Jajodia;Anugrah Jain;Basu Agarwal;Pankaj Mishra,"Hrushikesh Mehta, Chief Business Officer - Financial Services, Open Network for Digital Commerce;Anchal Jajodia, CEO, Cybrilla;Anugrah Jain, Cofounder & CEO, Bachatt;Basu Agarwal, Founder & CEO, Simplifin.ai;Pankaj Mishra, Head- Digital & Fintech Business, UTI Asset Management Company",Ishita Maheshwari,"Ishita Maheshwari, Vice President - Investments, ONDC",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,943a2ad6-7893-4f22-a4d4-7d9003e57c10,2026,6a7c768116afc6a8747c9a94
A1213,How to move with agility in a Quantum native world,2026-09-11,15:00,15:40,Hall 202,Masterclass,,,public,false,,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,34316204-baaa-48a8-a8ff-46947aa53a6f,2026,6a7c768116afc6a8747c9a92
A1075,India’s Digital Financial Stack: Building at Population Scale OR Scaling Trust: Credit Systems for Mass Digital Economies,2026-09-11,15:20,15:50,The Grand Theatre,Fireside Chat,,,public,false,,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,b96e3322-9149-4418-bd91-34dddd17a59c,2026,6a7c768116afc6a8747c9a97
A0708,Application Security in the AI era,2026-09-11,15:50,16:40,Hall 204 A&B,Panel Discussion,"AI Security, Application Security, Secure AI",AI Security;Application Security;Secure AI,public,false,"This focuses on protecting modern applications that integrate AI and machine learning. It goes beyond traditional security by safeguarding models, data, pipelines, and APIs against emerging threats like adversarial attacks and data leakage. The goal is to ensure reliable, secure, and trustworthy AI-driven outcomes.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,7946a8d3-1b59-4509-96c6-bfa90a3f6daa,2026,6a7c768116afc6a8747c9a98
A0772,"The Lending-Fintech Power Shift: As Lenders Build In-House Digital Lending Stacks, What's Left for Lending-Tech Platforms?",2026-09-11,15:50,16:30,Hall 205 A&B,Panel Discussion,"Digital Lending, Lending-Tech Platforms, Customer Ownership",Digital Lending;Lending-Tech Platforms;Customer Ownership,public,false,"The digital lending partnership model is changing as banks and NBFCs increasingly build their own origination, underwriting, servicing and customer engagement capabilities. This session will examine how lending-tech platforms must evolve when lenders no longer depend on them purely for technology. The discussion will explore whether the next phase of competition will be shaped by customer ownership, distribution, data intelligence, embedded finance partnerships, risk infrastructure and specialised lending workflows rather than algorithms alone.",Rohit Taneja;Manish Lunia;Vineet Sukumar,"Rohit Taneja, Founder and CEO, Decentro Tech;Manish Lunia, Co-Founder, FlexiLoans.com;Vineet Sukumar, Promotor, Founder & CEO, Vivriti Capital",Sridhar Narayana,"Sridhar Narayana, Chief Business Officer, Perfios Software Solutions",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e2156e83-f4c7-486b-a927-6dcd9e305656,2026,6a7c768116afc6a8747c9a99
A0839,Credit for Gig Workers: Designing Consumer Loan Products for Irregular Income Profiles,2026-09-11,15:50,16:30,Lotus 1,Panel Discussion,"Gig Worker Credit, Alternative Underwriting, Consumer Lending",Gig Worker Credit;Alternative Underwriting;Consumer Lending,public,false,"Traditional underwriting models remain poorly suited for platform and gig economy workers with variable cash flows. A discussion on alternate income assessment models, repayment structures and product innovation for serving India’s evolving workforce.",D Surendran;Priyam Bose;Vijay Rajagopal;Ratan Kesh,"D Surendran, Executive Director , Punjab National Bank;Priyam Bose, Global Head GTM, Truecaller for Business, Truecaller;Vijay Rajagopal, Vice President - Growth, Nugget by Zomato;Ratan Kesh, Executive Director and COO, Bandhan Bank",Shivam Sharma,"Shivam Sharma, Product Manager, Nucleus Software Exports",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e277451a-d701-47c2-abf2-4d82e6b253a1,2026,6a7c768116afc6a8747c9a9b
A1016,"AI as a Growth Engine for Banking: Sales Intelligence, Cross-Sell, and Customer Reach Across Segments",2026-09-11,15:50,16:30,Lotus 3,Panel Discussion,,,public,false,"Leveraging AI-driven sales intelligence to expand customer reach, identify and activate cross-sell opportunities, and drive sustained revenue growth across retail, SME, and corporate banking. The focus is on using data and predictive insights to enhance customer engagement, deepen relationships, and unlock growth across diverse segments, including MSMEs.",Chandershekhar Sharma;Nilkanth Rade;Nitesh Ranjan;Pranav Mishra,"Chandershekhar Sharma, DMD (Transaction Banking), State Bank of India;Nilkanth Rade, EVP, HDFC;Nitesh Ranjan, Executive Director, Union Bank of India;Pranav Mishra, President & Consumer Banking Head - Distribution & Transformation, Kotak Mahindra Bank",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,1f5f2773-1702-44fb-b240-3d4db3af8e74,2026,6a7c768116afc6a8747c9a9c
A1101,Hyper-Personalized Banking at Scale,2026-09-11,15:50,16:30,Hall 206 A&B,Panel Discussion,"Hyper-Personalization, AI Banking, Customer Experience",Hyper-Personalization;AI Banking;Customer Experience,public,false,"This session explores how banks can deliver highly tailored customer experiences using AI, data analytics, and real-time insights—without compromising scalability. It highlights strategies for personalized product recommendations, contextual engagement, and predictive servicing across channels. Leaders will discuss balancing data privacy with customization while driving deeper customer relationships. The conversation focuses on turning personalization into a key driver of growth, loyalty, and competitive advantage.",Sanjay Pandey,"Sanjay Pandey, Chief General Manager (Digital Banking-Consumer), State Bank of India",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,6e1256a3-d699-4115-aa41-92e920783f91,2026,6a7c768116afc6a8747c9a9a
A0028,"Building a Future-Ready State: Maharashtra's Vision for Fintech, Innovation & Inclusion",2026-09-11,16:00,16:30,The Grand Theatre,Keynote Address,"State Innovation, Fintech Capital, Infrastructure & Investment",State Innovation;Fintech Capital;Infrastructure & Investment,public,false,"Explore Maharashtra's strategic vision to strengthen its position as India's fintech capital through smart policy, robust infrastructure, and inclusive growth initiatives. This keynote examines the state's ambitious transformation roadmap for Mumbai and Maharashtra - positioning the region as a premier destination for global capital and innovation. Discuss enabling a future-ready economy by supporting digital finance startups, enhancing infrastructure, and fostering public-private collaboration that creates a globally competitive ecosystem. Address leveraging Agentic AI, tokenisation, and quantum technologies to accelerate financial inclusion and align with GFF2026's vision of connected, inclusive financial systems driving Maharashtra toward becoming India's first trillion-dollar sub-national economy.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,6accb136-9949-4aa0-9974-d02b275b4f82,2026,6a7c768116afc6a8747c9a9d
